# Server version 0.08 running on web112012.wireless.mcgill.ca:8123
# Game ID: 87
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Sun Apr 06 13:14:12 EDT 2014
# Player 1: Player-0, 'random', running on web112012.wireless.mcgill.ca
# Player 2: Player-1, 'random', running on web112012.wireless.mcgill.ca
# Player 3: Player-2, 'random', running on web112012.wireless.mcgill.ca
# Player 4: Player-3, 'random', running on web112012.wireless.mcgill.ca
START Player-0 random
1 (6,6) (4,8)
1 (4,8) (2,10)
1 null null
2 (4,10) (4,8)
2 (4,8) (6,6)
2 (6,6) (8,4)
2 (8,4) (10,2)
2 null null
3 (8,11) (6,9)
3 (6,9) (4,7)
3 (4,7) (2,5)
3 null null
0 (0,0) (1,1)
1 (7,12) (7,14)
1 null null
2 (3,6) (4,5)
3 (9,14) (7,12)
3 null null
0 (1,1) (3,3)
0 null null
1 (7,13) (7,15)
1 null null
2 (12,9) (13,8)
3 (6,10) (4,10)
3 (4,10) (2,8)
3 (2,8) (0,8)
3 null null
0 (2,2) (4,4)
0 (4,4) (4,6)
0 (4,6) (2,8)
0 (2,8) (4,10)
0 (4,10) (6,10)
0 (6,10) (8,10)
0 null null
1 (13,6) (12,7)
2 (3,12) (4,11)
3 (15,15) (14,14)
0 (5,8) (3,10)
0 null null
1 (12,7) (11,8)
2 (4,11) (6,9)
2 (6,9) (8,11)
2 (8,11) (8,9)
2 (8,9) (8,7)
2 (8,7) (10,7)
2 (10,7) (12,9)
2 (12,9) (14,7)
2 (14,7) (14,5)
2 null null
3 (14,14) (14,12)
3 null null
0 (5,1) (6,2)
1 (9,4) (8,5)
2 (10,4) (11,3)
3 (14,13) (14,11)
3 null null
0 (6,2) (8,4)
0 null null
1 (12,3) (10,3)
1 (10,3) (8,3)
1 (8,3) (6,3)
1 null null
2 (7,3) (8,2)
3 (15,12) (13,10)
3 (13,10) (11,10)
3 null null
0 (7,5) (9,5)
0 null null
1 (6,5) (5,6)
2 (5,7) (5,5)
2 null null
3 (9,7) (7,5)
3 null null
0 (8,4) (10,6)
0 null null
1 (8,5) (6,5)
1 (6,5) (4,7)
1 (4,7) (2,7)
1 (2,7) (0,9)
1 null null
2 (5,5) (6,4)
3 (7,5) (5,3)
3 null null
0 (9,5) (11,7)
0 (11,7) (11,9)
0 (11,9) (13,11)
0 (13,11) (15,11)
0 null null
1 (6,3) (4,3)
1 (4,3) (2,3)
1 null null
2 (5,14) (6,13)
3 (9,3) (7,1)
3 null null
0 (5,10) (6,11)
1 (11,1) (9,3)
1 null null
2 (6,13) (8,11)
2 (8,11) (8,9)
2 (8,9) (8,7)
2 (8,7) (8,5)
2 null null
3 (7,12) (5,10)
3 (5,10) (3,8)
3 (3,8) (3,6)
3 (3,6) (1,4)
3 null null
0 (6,8) (7,9)
1 (2,3) (0,5)
1 null null
2 (8,2) (9,1)
3 (11,10) (10,9)
0 (7,9) (9,11)
0 null null
1 (11,8) (9,10)
1 (9,10) (9,12)
1 null null
2 (4,9) (5,8)
3 (10,9) (10,7)
3 (10,7) (10,5)
3 null null
0 (8,10) (10,12)
0 null null
1 (7,14) (6,15)
2 (5,8) (7,6)
2 (7,6) (9,4)
2 (9,4) (9,2)
2 (9,2) (9,0)
2 null null
3 (7,1) (6,0)
0 (9,11) (11,13)
0 null null
1 (9,12) (7,14)
1 null null
2 (13,8) (14,7)
3 (12,13) (10,13)
3 (10,13) (10,11)
3 null null
0 (8,6) (9,7)
1 (14,6) (14,8)
1 null null
2 (14,7) (15,6)
3 (10,11) (9,10)
0 (9,7) (11,9)
0 (11,9) (13,11)
0 null null
1 (10,8) (9,9)
2 (3,15) (4,14)
3 (8,8) (7,7)
0 (1,8) (2,9)
1 (9,9) (9,11)
1 null null
2 (4,5) (5,4)
3 (3,9) (1,9)
3 null null
0 (2,9) (4,11)
0 (4,11) (6,13)
0 (6,13) (8,15)
0 null null
1 (14,8) (13,9)
2 (5,4) (5,2)
2 null null
3 (5,3) (5,1)
3 null null
0 (8,13) (9,14)
1 (13,9) (11,11)
1 (11,11) (9,13)
1 (9,13) (9,15)
1 null null
2 (5,2) (5,0)
2 (5,0) (7,0)
2 null null
3 (7,7) (5,7)
3 (5,7) (5,5)
3 (5,5) (7,3)
3 null null
0 (3,0) (4,1)
1 (5,6) (4,7)
2 (6,4) (8,2)
2 (8,2) (10,0)
2 null null
3 (7,10) (6,9)
0 (4,1) (6,1)
0 null null
1 (4,7) (2,7)
1 null null
2 (5,12) (7,10)
2 null null
3 (14,11) (13,10)
0 (6,1) (7,2)
1 (2,7) (1,8)
2 (7,10) (8,9)
3 (9,10) (7,8)
3 (7,8) (5,6)
3 null null
0 (7,2) (8,3)
1 (9,11) (8,12)
2 (8,9) (9,8)
3 (7,3) (6,2)
0 (8,3) (10,3)
0 (10,3) (12,3)
0 (12,3) (14,3)
0 null null
1 (8,12) (7,13)
2 (9,8) (10,7)
3 (6,2) (4,0)
3 null null
0 (10,12) (10,13)
1 (7,13) (6,14)
2 (10,7) (11,6)
3 (6,9) (5,8)
0 (10,6) (12,6)
0 null null
1 (13,3) (12,4)
2 (11,6) (13,6)
2 (13,6) (15,4)
2 null null
3 (10,5) (9,4)
0 (12,6) (13,7)
1 (12,4) (11,5)
2 (8,5) (10,3)
2 (10,3) (10,1)
2 null null
3 (9,4) (9,2)
3 (9,2) (11,0)
3 null null
0 (3,10) (4,11)
1 (11,5) (10,6)
2 (11,3) (12,2)
3 (13,10) (12,9)
0 (13,7) (14,8)
1 (10,6) (9,7)
2 (4,14) (5,13)
3 (12,10) (12,8)
3 null null
0 (14,8) (15,9)
1 (9,7) (8,8)
2 (5,13) (6,12)
3 (12,9) (12,7)
3 null null
0 (6,11) (6,13)
0 null null
1 (8,8) (7,9)
2 (6,12) (7,11)
3 (12,8) (12,6)
3 null null
0 (3,7) (4,8)
1 (7,9) (6,10)
2 (7,11) (8,10)
3 (12,7) (12,5)
3 null null
0 (4,8) (5,9)
1 (6,10) (5,11)
2 (8,10) (9,9)
3 (12,6) (12,4)
3 null null
0 (4,11) (5,12)
1 (5,11) (5,13)
1 null null
2 (9,9) (10,8)
3 (12,5) (12,3)
3 null null
0 (5,12) (5,14)
0 null null
1 (5,13) (5,15)
1 null null
2 (10,8) (11,7)
3 (12,3) (11,2)
0 (3,3) (4,4)
1 (2,10) (1,11)
2 (11,7) (12,6)
3 (5,6) (4,5)
0 (4,4) (4,6)
0 null null
1 (9,3) (8,4)
2 (12,6) (13,5)
3 (4,5) (3,4)
0 (4,6) (5,7)
1 (8,4) (7,5)
2 (13,5) (15,5)
2 null null
3 (3,4) (2,3)
0 (5,7) (6,8)
1 (7,5) (6,6)
2 (6,7) (6,5)
2 null null
3 (5,8) (4,7)
0 (6,8) (7,9)
1 (6,6) (5,7)
2 (6,5) (7,4)
3 (12,4) (11,3)
0 (10,13) (11,14)
1 (5,7) (3,7)
1 null null
2 (7,4) (8,3)
3 (11,3) (11,1)
3 null null
0 (11,13) (11,15)
0 null null
1 (3,7) (2,8)
2 (8,3) (9,2)
3 (4,7) (3,6)
0 (7,9) (8,10)
1 (2,8) (0,10)
1 null null
2 (2,14) (3,14)
3 (1,9) (1,7)
3 null null
0 (8,10) (9,11)
1 (6,14) (4,14)
1 null null
2 (7,0) (8,0)
3 (1,7) (0,6)
0 (9,11) (10,12)
1 (0,5) (0,7)
1 null null
2 (14,5) (14,4)
3 (3,6) (2,6)
0 (10,12) (11,13)
1 (6,15) (4,15)
1 null null
2 (9,2) (8,1)
3 (2,6) (1,5)
0 (5,14) (6,15)
1 (0,9) (0,11)
1 null null
2 (8,1) (7,0)
3 (2,5) (0,5)
3 null null
0 (5,9) (6,10)
1 (1,8) (0,9)
2 (10,1) (9,2)
3 (11,2) (10,1)
0 (6,10) (7,11)
1 (7,14) (6,14)
2 (9,2) (11,2)
2 null null
3 (1,5) (0,4)
0 (6,13) (7,14)
1 (6,14) (5,14)
2 (3,14) (3,13)
3 (10,1) (8,1)
3 null null
0 (7,11) (8,12)
1 (5,14) (3,14)
1 null null
2 (3,13) (2,13)
3 (5,1) (5,0)
0 (8,12) (9,13)
1 (3,14) (2,15)
2 (10,2) (10,1)
3 (8,1) (7,1)
0 (9,13) (10,14)
1 (2,15) (1,15)
2 (2,13) (3,14)
3 (7,1) (6,1)
0 (14,3) (14,5)
0 null null
1 (1,15) (0,15)
2 (11,2) (10,2)
3 (6,1) (5,1)
0 (2,1) (3,1)
1 (0,10) (0,12)
1 null null
2 (10,2) (11,2)
3 (5,1) (4,1)
0 (13,11) (14,11)
1 (0,12) (0,13)
2 (9,1) (10,2)
3 (11,1) (9,1)
3 null null
0 (7,14) (8,14)
1 (0,13) (0,14)
2 (10,2) (11,1)
3 (9,1) (8,1)
0 (14,5) (14,6)
1 (0,9) (0,10)
2 (14,4) (14,5)
3 (8,1) (7,1)
0 (14,6) (15,7)
1 (0,7) (0,9)
1 null null
2 (14,5) (14,4)
3 (7,1) (6,1)
0 (15,7) (15,8)
1 (0,14) (1,15)
2 (10,0) (9,1)
3 (11,0) (10,0)
0 (15,8) (15,10)
0 null null
1 (12,1) (13,2)
2 (11,2) (11,0)
2 null null
3 (6,1) (5,1)
0 (11,13) (12,13)
1 (13,2) (14,3)
2 (11,1) (12,1)
3 (0,8) (0,7)
0 (15,11) (15,12)
1 (9,15) (7,13)
1 null null
2 (12,1) (13,0)
3 (2,3) (2,4)
0 (8,14) (9,15)
1 (7,13) (6,14)
2 (9,1) (11,1)
2 null null
3 (2,4) (2,3)
0 (15,9) (15,11)
0 null null
1 (6,14) (5,14)
2 (13,0) (14,0)
3 (0,5) (0,3)
3 null null
0 (15,12) (15,13)
1 (10,15) (12,15)
1 null null
2 (14,0) (15,0)
3 (0,7) (0,5)
3 null null
0 (9,14) (10,15)
1 (1,15) (1,14)
2 (11,1) (9,1)
2 null null
3 (0,3) (0,2)
0 (15,13) (15,14)
1 (1,14) (0,14)
2 (9,1) (11,1)
2 null null
3 (0,2) (0,1)
0 (15,14) (15,15)
1 (0,14) (1,14)
2 (12,2) (11,3)
3 (0,1) (0,0)
0 (11,15) (12,14)
1 (1,14) (0,14)
2 (11,3) (12,2)
3 (5,1) (6,2)
0 (12,14) (13,15)
1 (12,15) (11,15)
2 (11,1) (13,3)
2 null null
3 (6,2) (5,1)
0 (13,15) (14,15)
1 (0,9) (1,9)
2 (10,1) (11,1)
3 (0,4) (1,5)
0 (10,14) (10,13)
1 (1,9) (0,9)
2 (15,0) (14,0)
3 (1,5) (0,4)
0 (10,13) (10,14)
1 (4,14) (6,14)
1 null null
2 (14,0) (15,0)
3 (5,1) (6,1)
0 (6,15) (6,13)
0 null null
1 (6,14) (4,14)
1 null null
2 (15,6) (14,5)
3 (6,1) (5,1)
0 (6,13) (7,14)
1 (7,15) (6,15)
2 (14,5) (15,6)
3 (6,0) (7,1)
0 (7,14) (7,15)
GAMEOVER 
WINNER Player-1
# Game ended: Sun Apr 06 13:14:15 EDT 2014
