# Server version 0.08 running on web112053.wireless.mcgill.ca:8123
# Game ID: 368
# Board class: halma.CCBoard
# Timeout: 4000
# Date: Thu Apr 10 19:34:13 EDT 2014
# Player 1: Player-0, '260498767', running on wpa168181.wireless.mcgill.ca
# Player 2: Player-1, 's260488774Player', running on web112053.wireless.mcgill.ca
# Player 3: Player-2, 'monteP', running on wpa168181.wireless.mcgill.ca
# Player 4: Player-3, 's260488774Player', running on web112053.wireless.mcgill.ca
START Player-0 260498767
1 (15,1) (13,3)
1 null null
2 (2,12) (3,12)
3 (9,10) (9,9)
0 (10,7) (10,8)
1 (14,2) (12,4)
1 (12,4) (10,4)
1 (10,4) (10,6)
1 (10,6) (8,6)
1 (8,6) (6,8)
1 null null
2 (5,12) (7,10)
2 null null
3 (7,7) (5,5)
3 null null
0 (2,4) (2,5)
1 (6,8) (7,8)
2 (0,15) (1,14)
3 (10,10) (8,8)
3 null null
0 (1,3) (2,4)
1 (7,8) (5,10)
1 null null
2 (5,13) (6,12)
3 (12,12) (10,10)
3 null null
0 (2,2) (3,3)
1 (9,6) (7,8)
1 null null
2 (1,14) (1,13)
3 (12,13) (12,12)
0 (1,1) (2,2)
1 (11,4) (9,6)
1 null null
2 (6,11) (8,9)
2 null null
3 (9,9) (7,7)
3 null null
0 (1,2) (1,3)
1 (11,3) (11,4)
2 (6,10) (7,9)
3 (11,11) (9,9)
3 null null
0 (3,3) (4,4)
1 (13,3) (12,4)
2 (4,12) (6,10)
2 null null
3 (13,13) (11,11)
3 null null
0 (2,2) (3,3)
1 (12,4) (11,5)
2 (1,13) (2,12)
3 (15,15) (13,13)
3 null null
0 (4,1) (5,2)
1 (13,1) (13,3)
1 (13,3) (11,3)
1 null null
2 (2,10) (3,10)
3 (15,14) (13,14)
3 null null
0 (2,5) (3,4)
1 (11,3) (10,4)
2 (7,10) (9,8)
2 null null
3 (14,15) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,11)
3 (10,11) (10,9)
3 null null
0 (3,1) (4,1)
1 (10,4) (10,6)
1 (10,6) (8,6)
1 (8,6) (6,8)
1 null null
2 (8,9) (10,7)
2 null null
3 (13,14) (12,13)
0 (4,2) (5,3)
1 (6,8) (5,9)
2 (7,9) (9,7)
2 null null
3 (10,9) (8,9)
3 (8,9) (6,7)
3 (6,7) (6,5)
3 (6,5) (4,5)
3 (4,5) (4,3)
3 null null
0 (4,1) (4,2)
1 (11,5) (10,6)
2 (2,11) (4,9)
2 null null
3 (12,13) (11,12)
0 (1,3) (2,2)
1 (10,6) (8,6)
1 (8,6) (6,8)
1 null null
2 (2,12) (4,12)
2 null null
3 (11,12) (10,11)
0 (2,2) (1,3)
1 (15,0) (15,1)
2 (3,10) (5,8)
2 null null
3 (13,12) (11,12)
3 (11,12) (9,10)
3 null null
0 (2,1) (2,2)
1 (15,1) (14,2)
2 (6,12) (6,11)
3 (4,3) (2,1)
3 null null
0 (3,2) (4,3)
1 (14,2) (13,3)
2 (3,12) (5,12)
2 null null
3 (2,1) (1,1)
0 (1,4) (2,5)
1 (5,10) (3,12)
1 null null
2 (5,12) (5,10)
2 null null
3 (10,11) (8,9)
3 (8,9) (6,7)
3 (6,7) (6,5)
3 (6,5) (4,5)
3 null null
0 (2,2) (3,2)
1 (3,12) (2,13)
2 (9,8) (11,6)
2 null null
3 (9,10) (8,9)
0 (10,8) (10,9)
1 (13,3) (12,4)
2 (4,9) (6,7)
2 null null
3 (14,14) (13,14)
0 (2,5) (3,6)
1 (12,4) (11,5)
2 (10,7) (12,5)
2 null null
3 (13,14) (12,13)
0 (3,6) (4,6)
1 (11,5) (10,6)
2 (5,8) (7,6)
2 null null
3 (12,13) (11,12)
0 (4,6) (5,7)
1 (10,6) (8,6)
1 null null
2 (11,6) (13,4)
2 null null
3 (11,12) (10,11)
0 (1,3) (1,4)
1 (2,13) (1,14)
2 (12,5) (14,3)
2 null null
3 (10,11) (9,10)
GAMEOVER TIMEOUT Player-0
WINNER Player-1
# Game ended: Thu Apr 10 19:34:59 EDT 2014
